Lat.,Lon.,Layer,Time,WA_U,WA_D,WA_R,RUD
35.588739,139.995856,8,0,5.66,-0.19,24.7,0.07
35.588739,140.00036,8,0,5.67,-0.41,24.59,0.07
35.588739,140.004865,8,0,5.64,-0.65,24.41,0.07
35.588739,140.009369,8,0,5.63,-0.85,24.26,0.07
35.588739,140.013874,8,0,5.68,-1.0,24.11,0.07
35.588739,140.018378,8,0,5.71,-1.15,23.91,0.07
35.588739,140.022883,8,0,5.77,-1.31,23.7,0.07
35.588739,140.027387,8,0,5.81,-1.46,23.48,0.08
35.588739,140.031892,8,0,5.88,-1.5,23.33,0.08
35.588739,140.036396,8,0,5.96,-1.47,23.22,0.08
35.588739,140.040901,8,0,5.95,-1.31,23.17,0.08
35.588739,140.045405,8,0,5.94,-1.16,23.11,0.07
35.588739,140.04991,8,0,6.01,-0.9,23.16,0.07
35.588739,140.054414,8,0,6.08,-0.56,23.24,0.07
35.588739,140.058919,8,0,6.12,-0.21,23.3,0.07
35.588739,140.063423,8,0,6.21,0.18,23.43,0.07
35.588739,140.067928,8,0,6.16,0.59,23.55,0.06
35.588739,140.072432,8,0,6.27,1.0,23.68,0.06
35.588739,140.076937,8,0,6.49,1.35,23.76,0.06
35.588739,140.081441,8,0,7.0,2.07,24.28,0.06
35.588739,140.085946,8,0,7.89,2.99,25.14,0.07
35.588739,140.09045,8,0,8.85,3.82,25.96,0.07
35.588739,140.094955,8,0,9.55,4.45,26.56,0.07
35.588739,140.099459,8,0,10.23,5.07,27.16,0.08
35.588739,140.103964,8,0,10.84,5.7,27.75,0.08
35.588739,140.108468,8,0,11.34,6.76,28.74,0.08
35.593243,139.775135,8,0,4.13,17.52,33.94,-0.01
35.593243,139.77964,8,0,4.07,17.61,34.22,-0.01
35.593243,139.784144,8,0,4.1,17.66,34.4,-0.02
35.593243,139.788649,8,0,4.41,17.73,34.67,-0.01
35.593243,139.793153,8,0,4.98,17.83,35.13,-0.01
35.593243,139.833694,8,0,13.07,17.9,36.79,0.08
35.593243,139.838198,8,0,12.65,17.31,35.99,0.07
35.593243,139.842703,8,0,12.12,16.52,35.05,0.07
35.593243,139.847207,8,0,11.46,15.76,34.16,0.06
35.593243,139.851712,8,0,10.82,14.93,33.26,0.06
35.593243,139.856216,8,0,10.05,14.11,32.42,0.05
35.593243,139.860721,8,0,9.36,13.37,31.64,0.04
35.593243,139.865225,8,0,8.79,12.61,30.95,0.04
35.593243,139.86973,8,0,8.27,11.77,30.26,0.04
35.593243,139.874234,8,0,7.81,11.05,29.65,0.03
35.593243,139.878739,8,0,7.44,10.3,29.12,0.03
35.593243,139.883243,8,0,7.1,9.62,28.66,0.03
35.593243,139.887748,8,0,6.73,9.06,28.29,0.03
35.593243,139.892252,8,0,6.43,8.53,27.95,0.03
35.593243,139.896757,8,0,6.18,8.01,27.64,0.03
35.593243,139.901261,8,0,5.97,7.48,27.3,0.03
35.593243,139.905766,8,0,5.83,6.94,26.96,0.03
35.593243,139.91027,8,0,5.69,6.39,26.59,0.03
35.593243,139.914775,8,0,5.6,5.83,26.27,0.03
35.593243,139.919279,8,0,5.48,5.26,25.95,0.04
35.593243,139.923784,8,0,5.32,4.71,25.61,0.04
35.593243,139.928288,8,0,5.25,4.24,25.38,0.04
35.593243,139.932793,8,0,5.14,3.76,25.15,0.04
35.593243,139.937297,8,0,4.97,3.28,24.89,0.04
35.593243,139.941802,8,0,4.91,2.87,24.75,0.04
35.593243,139.946306,8,0,4.91,2.51,24.7,0.04
35.593243,139.950811,8,0,4.89,2.14,24.64,0.05
35.593243,139.955315,8,0,4.89,1.83,24.62,0.05
35.593243,139.95982,8,0,4.88,1.59,24.65,0.05
35.593243,139.964324,8,0,4.88,1.37,24.68,0.05
35.593243,139.968829,8,0,4.9,1.2,24.75,0.05
35.593243,139.973333,8,0,4.95,1.04,24.79,0.05
35.593243,139.977838,8,0,4.99,0.87,24.83,0.05
35.593243,139.982342,8,0,5.0,0.69,24.85,0.06
35.593243,139.986847,8,0,4.97,0.48,24.82,0.06
35.593243,139.991351,8,0,5.05,0.33,24.82,0.06
35.593243,139.995856,8,0,5.2,0.2,24.84,0.06
35.593243,140.00036,8,0,5.3,0.03,24.81,0.06
35.593243,140.004865,8,0,5.29,-0.2,24.65,0.06
35.593243,140.009369,8,0,5.28,-0.43,24.5,0.06
35.593243,140.013874,8,0,5.41,-0.55,24.39,0.07
35.593243,140.018378,8,0,5.51,-0.69,24.21,0.07
35.593243,140.022883,8,0,5.61,-0.86,24.0,0.07
35.593243,140.027387,8,0,5.68,-1.0,23.8,0.07
35.593243,140.031892,8,0,5.76,-1.03,23.66,0.07
35.593243,140.036396,8,0,5.84,-1.0,23.54,0.07
35.593243,140.040901,8,0,5.84,-0.91,23.45,0.07
35.593243,140.045405,8,0,5.78,-0.78,23.36,0.07
35.593243,140.04991,8,0,5.82,-0.56,23.37,0.07
35.593243,140.054414,8,0,5.98,-0.26,23.44,0.07
35.593243,140.058919,8,0,6.16,0.06,23.53,0.07
35.593243,140.063423,8,0,6.27,0.43,23.63,0.07
35.593243,140.067928,8,0,6.59,0.86,23.83,0.07
35.593243,140.072432,8,0,6.78,1.3,24.01,0.07
35.593243,140.076937,8,0,7.16,1.82,24.33,0.07
35.593243,140.081441,8,0,7.68,2.54,24.84,0.07
35.593243,140.085946,8,0,8.58,3.52,25.73,0.07
35.593243,140.09045,8,0,9.4,4.38,26.54,0.07
35.593243,140.094955,8,0,9.86,4.88,27.0,0.07
35.593243,140.099459,8,0,10.36,5.41,27.48,0.08
35.593243,140.103964,8,0,10.85,5.98,27.98,0.08
35.593243,140.112973,8,0,11.68,7.42,29.23,0.08
35.597748,139.775135,8,0,5.14,16.68,35.19,0.01
35.597748,139.77964,8,0,5.26,16.87,35.73,0.01
35.597748,139.784144,8,0,5.55,16.94,36.05,0.01
35.597748,139.788649,8,0,5.78,16.89,36.08,0.01
35.597748,139.802162,8,0,5.0,17.27,34.98,-0.01
35.597748,139.806667,8,0,5.38,17.47,35.04,-0.01
35.597748,139.829189,8,0,9.96,18.1,36.48,0.04
35.597748,139.833694,8,0,10.63,17.8,36.31,0.04
35.597748,139.838198,8,0,10.79,17.37,35.88,0.05
35.597748,139.842703,8,0,10.62,16.83,35.2,0.05
35.597748,139.847207,8,0,10.43,16.18,34.49,0.04
35.597748,139.851712,8,0,9.96,15.46,33.72,0.04
35.597748,139.856216,8,0,9.23,14.76,32.95,0.03
35.597748,139.860721,8,0,8.62,14.06,32.23,0.03
35.597748,139.865225,8,0,8.12,13.43,31.63,0.03
35.597748,139.86973,8,0,7.62,12.67,30.99,0.02
35.597748,139.874234,8,0,7.19,11.96,30.41,0.02
35.597748,139.878739,8,0,6.9,11.28,29.91,0.02
35.597748,139.883243,8,0,6.56,10.63,29.46,0.02
35.597748,139.887748,8,0,6.17,10.09,29.06,0.02
35.597748,139.892252,8,0,5.89,9.51,28.65,0.02
35.597748,139.896757,8,0,5.68,8.92,28.3,0.02
35.597748,139.901261,8,0,5.46,8.33,27.91,0.02
35.597748,139.905766,8,0,5.31,7.78,27.54,0.02
35.597748,139.91027,8,0,5.19,7.24,27.17,0.02
35.597748,139.914775,8,0,5.08,6.62,26.77,0.02
35.597748,139.919279,8,0,4.98,5.98,26.41,0.03
35.597748,139.923784,8,0,4.8,5.39,26.02,0.03
35.597748,139.928288,8,0,4.61,4.85,25.66,0.03
35.597748,139.932793,8,0,4.48,4.37,25.41,0.03
35.597748,139.937297,8,0,4.34,3.9,25.16,0.03
35.597748,139.941802,8,0,4.23,3.41,24.94,0.03
35.597748,139.946306,8,0,4.2,2.99,24.82,0.03
35.597748,139.950811,8,0,4.13,2.59,24.71,0.03
35.597748,139.955315,8,0,4.15,2.28,24.7,0.04
35.597748,139.95982,8,0,4.18,2.03,24.72,0.04
35.597748,139.964324,8,0,4.19,1.78,24.73,0.04
35.597748,139.968829,8,0,4.22,1.58,24.78,0.04
35.597748,139.973333,8,0,4.27,1.42,24.82,0.04
35.597748,139.977838,8,0,4.33,1.25,24.86,0.04
35.597748,139.982342,8,0,4.4,1.08,24.91,0.05
35.597748,139.986847,8,0,4.46,0.91,24.94,0.05
35.597748,139.991351,8,0,4.59,0.76,24.96,0.05
35.597748,139.995856,8,0,4.74,0.62,24.97,0.05
35.597748,140.00036,8,0,4.91,0.48,25.0,0.05
35.597748,140.004865,8,0,4.99,0.29,24.93,0.06
35.597748,140.009369,8,0,5.07,0.1,24.81,0.06
35.597748,140.013874,8,0,5.24,-0.05,24.69,0.06
35.597748,140.018378,8,0,5.39,-0.17,24.56,0.06
35.597748,140.022883,8,0,5.51,-0.32,24.38,0.07
35.597748,140.027387,8,0,5.64,-0.45,24.19,0.07
35.597748,140.031892,8,0,5.72,-0.47,24.05,0.07
35.597748,140.036396,8,0,5.78,-0.47,23.91,0.07
35.597748,140.040901,8,0,5.77,-0.46,23.77,0.07
35.597748,140.045405,8,0,5.67,-0.32,23.67,0.07
35.597748,140.04991,8,0,5.64,-0.17,23.61,0.06
35.597748,140.054414,8,0,5.73,0.1,23.65,0.06
35.597748,140.058919,8,0,5.95,0.42,23.75,0.06
35.597748,140.063423,8,0,6.22,0.73,23.84,0.06
35.597748,140.067928,8,0,6.64,1.11,24.0,0.07
35.597748,140.072432,8,0,7.11,1.5,24.21,0.07
35.597748,140.076937,8,0,7.54,2.0,24.53,0.07
35.597748,140.081441,8,0,8.08,2.73,25.08,0.07
35.597748,140.085946,8,0,8.98,3.84,26.03,0.07
35.597748,140.09045,8,0,10.14,5.13,27.22,0.08
35.602252,139.770631,8,0,5.4,16.07,35.34,0.02
35.602252,139.775135,8,0,6.1,16.25,36.68,0.03
35.602252,139.77964,8,0,6.53,16.42,37.47,0.03
35.602252,139.784144,8,0,6.91,16.53,37.81,0.03
35.602252,139.788649,8,0,6.47,16.47,37.12,0.02
35.602252,139.793153,8,0,5.83,16.31,36.19,0.01
35.602252,139.824685,8,0,6.53,17.33,35.16,-0.0
35.602252,139.829189,8,0,7.6,17.62,35.79,0.01
35.602252,139.833694,8,0,8.26,17.55,35.82,0.02
35.602252,139.838198,8,0,8.71,17.28,35.59,0.02
35.602252,139.842703,8,0,8.89,16.89,35.14,0.02
35.602252,139.847207,8,0,8.93,16.43,34.61,0.02
35.602252,139.851712,8,0,8.63,15.83,33.99,0.02
35.602252,139.856216,8,0,8.13,15.27,33.35,0.02
35.602252,139.860721,8,0,7.62,14.69,32.73,0.01
35.602252,139.865225,8,0,7.21,14.1,32.18,0.01
35.602252,139.86973,8,0,6.88,13.47,31.69,0.01
35.602252,139.874234,8,0,6.52,12.77,31.16,0.01
35.602252,139.878739,8,0,6.18,12.21,30.7,0.01
35.602252,139.883243,8,0,5.88,11.65,30.28,0.01
35.602252,139.887748,8,0,5.63,11.04,29.88,0.01
35.602252,139.892252,8,0,5.44,10.43,29.48,0.01
35.602252,139.896757,8,0,5.21,9.9,29.08,0.01
35.602252,139.901261,8,0,5.0,9.39,28.72,0.01
35.602252,139.905766,8,0,4.87,8.75,28.28,0.01
35.602252,139.91027,8,0,4.77,8.09,27.83,0.01
35.602252,139.914775,8,0,4.69,7.43,27.38,0.01
35.602252,139.919279,8,0,4.57,6.75,26.94,0.02
35.602252,139.923784,8,0,4.38,6.14,26.52,0.02
35.602252,139.928288,8,0,4.14,5.59,26.11,0.02
35.602252,139.932793,8,0,3.94,5.02,25.74,0.02
35.602252,139.937297,8,0,3.81,4.52,25.49,0.02
35.602252,139.941802,8,0,3.67,4.02,25.24,0.02
35.602252,139.946306,8,0,3.6,3.55,25.04,0.02
35.602252,139.950811,8,0,3.55,3.16,24.93,0.02
35.602252,139.955315,8,0,3.55,2.84,24.88,0.03
35.602252,139.95982,8,0,3.56,2.55,24.86,0.03
35.602252,139.964324,8,0,3.57,2.28,24.86,0.03
35.602252,139.968829,8,0,3.58,2.03,24.86,0.03
35.602252,139.973333,8,0,3.64,1.83,24.88,0.03
35.602252,139.977838,8,0,3.74,1.67,24.93,0.03
35.602252,139.982342,8,0,3.84,1.5,25.0,0.04
35.602252,139.986847,8,0,3.97,1.35,25.05,0.04
35.602252,139.991351,8,0,4.14,1.21,25.09,0.04
35.602252,139.995856,8,0,4.32,1.07,25.13,0.04
35.602252,140.00036,8,0,4.52,0.93,25.18,0.05
35.602252,140.004865,8,0,4.71,0.78,25.17,0.05
35.602252,140.009369,8,0,4.91,0.63,25.11,0.05
35.602252,140.013874,8,0,5.12,0.48,25.01,0.06
35.602252,140.018378,8,0,5.3,0.37,24.9,0.06
35.602252,140.022883,8,0,5.47,0.27,24.77,0.06
35.602252,140.027387,8,0,5.65,0.18,24.63,0.06
35.602252,140.031892,8,0,5.76,0.12,24.48,0.06
35.602252,140.036396,8,0,5.78,0.12,24.33,0.06
35.602252,140.040901,8,0,5.73,0.14,24.17,0.06
35.602252,140.045405,8,0,5.52,0.21,24.0,0.06
35.602252,140.04991,8,0,5.37,0.34,23.89,0.06
35.602252,140.054414,8,0,5.29,0.55,23.85,0.06
35.602252,140.058919,8,0,5.48,0.83,23.91,0.06
35.602252,140.063423,8,0,5.82,1.05,23.94,0.06
35.602252,140.067928,8,0,6.23,1.33,24.02,0.06
35.602252,140.072432,8,0,6.88,1.53,24.11,0.07
35.602252,140.076937,8,0,7.37,1.96,24.39,0.07
35.602252,140.09045,8,0,11.44,6.42,28.32,0.08
35.602252,140.094955,8,0,13.57,9.47,31.28,0.08
35.606757,139.766126,8,0,4.6,15.8,34.21,0.01
35.606757,139.770631,8,0,6.04,16.07,36.87,0.03
35.606757,139.775135,8,0,6.76,16.3,38.33,0.04
35.606757,139.77964,8,0,7.2,16.38,39.14,0.04
35.606757,139.793153,8,0,5.59,16.25,36.59,0.01
35.606757,139.797658,8,0,3.94,16.17,34.86,-0.01
35.606757,139.815676,8,0,4.04,16.78,34.42,-0.02
35.606757,139.824685,8,0,4.89,16.94,34.73,-0.02
35.606757,139.829189,8,0,5.8,17.23,35.34,-0.01
35.606757,139.833694,8,0,6.25,17.16,35.32,-0.01
35.606757,139.838198,8,0,6.69,16.95,35.08,-0.0
35.606757,139.842703,8,0,6.98,16.73,34.82,0.0
35.606757,139.847207,8,0,7.02,16.46,34.42,0.0
35.606757,139.851712,8,0,6.72,16.04,33.83,-0.0
35.606757,139.856216,8,0,6.49,15.56,33.34,-0.0
35.606757,139.860721,8,0,6.2,15.11,32.88,-0.01
35.606757,139.865225,8,0,5.98,14.63,32.49,-0.01
35.606757,139.86973,8,0,5.87,14.15,32.21,-0.01
35.606757,139.874234,8,0,5.59,13.64,31.8,-0.01
35.606757,139.878739,8,0,5.39,13.1,31.46,-0.01
35.606757,139.883243,8,0,5.17,12.55,31.04,-0.01
35.606757,139.887748,8,0,5.04,12.04,30.71,-0.01
35.606757,139.892252,8,0,4.93,11.55,30.4,-0.01
35.606757,139.896757,8,0,4.79,11.0,30.01,-0.0
35.606757,139.901261,8,0,4.63,10.43,29.61,-0.0
35.606757,139.905766,8,0,4.57,9.79,29.16,-0.0
35.606757,139.91027,8,0,4.52,9.07,28.67,0.0
35.606757,139.914775,8,0,4.46,8.35,28.17,0.01
35.606757,139.919279,8,0,4.27,7.64,27.63,0.01
35.606757,139.923784,8,0,4.05,6.94,27.11,0.01
35.606757,139.928288,8,0,3.83,6.32,26.66,0.01
35.606757,139.932793,8,0,3.61,5.78,26.27,0.01
35.606757,139.937297,8,0,3.45,5.23,25.95,0.01
35.606757,139.941802,8,0,3.28,4.74,25.67,0.01
35.606757,139.946306,8,0,3.16,4.27,25.44,0.01
35.606757,139.950811,8,0,3.06,3.82,25.25,0.01
35.606757,139.955315,8,0,3.05,3.45,25.15,0.02
35.606757,139.95982,8,0,2.99,3.11,25.04,0.02
35.606757,139.964324,8,0,3.02,2.85,25.03,0.02
35.606757,139.968829,8,0,3.05,2.61,25.04,0.02
35.606757,139.973333,8,0,3.11,2.36,25.02,0.02
35.606757,139.977838,8,0,3.2,2.16,25.05,0.02
35.606757,139.982342,8,0,3.32,1.96,25.1,0.03
35.606757,139.986847,8,0,3.48,1.81,25.17,0.03
35.606757,139.991351,8,0,3.7,1.68,25.24,0.03
35.606757,139.995856,8,0,3.93,1.55,25.31,0.04
35.606757,140.00036,8,0,4.14,1.41,25.37,0.04
35.606757,140.004865,8,0,4.45,1.29,25.42,0.04
35.606757,140.009369,8,0,4.79,1.17,25.43,0.05
35.606757,140.013874,8,0,5.02,1.05,25.35,0.05
35.606757,140.018378,8,0,5.24,0.93,25.26,0.05
35.606757,140.022883,8,0,5.49,0.87,25.16,0.06
35.606757,140.027387,8,0,5.68,0.8,25.04,0.06
35.606757,140.031892,8,0,5.81,0.73,24.91,0.06
35.606757,140.036396,8,0,5.78,0.74,24.75,0.06
35.606757,140.040901,8,0,5.76,0.73,24.57,0.06
35.606757,140.045405,8,0,5.42,0.83,24.39,0.06
35.606757,140.04991,8,0,5.12,0.93,24.22,0.05
35.606757,140.054414,8,0,4.93,1.04,24.08,0.05
35.606757,140.058919,8,0,4.99,1.23,24.02,0.05
35.606757,140.063423,8,0,5.28,1.41,24.0,0.05
35.606757,140.067928,8,0,5.72,1.56,24.02,0.05
35.606757,140.072432,8,0,6.26,1.71,24.06,0.06
35.606757,140.085946,8,0,8.23,3.21,25.18,0.07
35.611261,139.766126,8,0,4.49,15.85,34.83,0.02
35.611261,139.770631,8,0,6.12,16.44,38.06,0.03
35.611261,139.775135,8,0,7.08,16.75,40.1,0.04
35.611261,139.793153,8,0,4.66,16.46,36.37,0.0
35.611261,139.797658,8,0,3.32,16.26,34.84,-0.02
35.611261,139.802162,8,0,2.85,16.22,34.36,-0.03
35.611261,139.806667,8,0,2.81,16.27,34.2,-0.03
35.611261,139.815676,8,0,3.05,16.4,34.16,-0.03
35.611261,139.82018,8,0,3.2,16.43,34.29,-0.03
35.611261,139.824685,8,0,3.94,16.65,34.68,-0.03
35.611261,139.829189,8,0,4.52,16.81,34.97,-0.02
35.611261,139.833694,8,0,4.75,16.61,34.82,-0.02
35.611261,139.838198,8,0,4.8,16.42,34.53,-0.02
35.611261,139.842703,8,0,4.89,16.37,34.18,-0.02
35.611261,139.847207,8,0,4.88,16.23,33.8,-0.02
35.611261,139.851712,8,0,4.7,16.16,33.41,-0.03
35.611261,139.856216,8,0,4.49,15.97,33.02,-0.03
35.611261,139.860721,8,0,4.38,15.55,32.71,-0.03
35.611261,139.865225,8,0,4.36,15.09,32.47,-0.03
35.611261,139.86973,8,0,4.33,14.66,32.25,-0.03
35.611261,139.874234,8,0,4.35,14.24,32.06,-0.02
35.611261,139.878739,8,0,4.37,13.79,31.87,-0.02
35.611261,139.883243,8,0,4.44,13.36,31.74,-0.02
35.611261,139.887748,8,0,4.44,12.9,31.46,-0.02
35.611261,139.892252,8,0,4.48,12.46,31.18,-0.01
35.611261,139.896757,8,0,4.5,12.04,30.94,-0.01
35.611261,139.901261,8,0,4.43,11.55,30.57,-0.01
35.611261,139.905766,8,0,4.45,10.92,30.15,-0.01
35.611261,139.91027,8,0,4.56,10.15,29.65,-0.0
35.611261,139.914775,8,0,4.6,9.32,29.08,0.0
35.611261,139.919279,8,0,4.23,8.52,28.43,0.0
35.611261,139.923784,8,0,3.92,7.83,27.86,0.0
35.611261,139.928288,8,0,3.65,7.12,27.31,0.0
35.611261,139.932793,8,0,3.41,6.53,26.87,0.0
35.611261,139.937297,8,0,3.2,5.99,26.51,0.0
35.611261,139.941802,8,0,3.02,5.46,26.16,0.0
35.611261,139.946306,8,0,2.85,5.01,25.9,0.0
35.611261,139.950811,8,0,2.7,4.51,25.65,0.0
35.611261,139.955315,8,0,2.64,4.05,25.45,0.01
35.611261,139.95982,8,0,2.6,3.74,25.35,0.01
35.611261,139.964324,8,0,2.57,3.46,25.28,0.01
35.611261,139.968829,8,0,2.59,3.21,25.24,0.01
35.611261,139.973333,8,0,2.65,2.98,25.24,0.01
35.611261,139.977838,8,0,2.73,2.76,25.24,0.02
35.611261,139.982342,8,0,2.84,2.55,25.27,0.02
35.611261,139.986847,8,0,3.05,2.37,25.34,0.02
35.611261,139.991351,8,0,3.32,2.23,25.43,0.03
35.611261,139.995856,8,0,3.55,2.09,25.49,0.03
35.611261,140.00036,8,0,3.81,1.95,25.56,0.03
35.611261,140.004865,8,0,4.24,1.84,25.66,0.04
35.611261,140.009369,8,0,4.69,1.75,25.75,0.04
35.611261,140.013874,8,0,4.97,1.66,25.71,0.05
35.611261,140.018378,8,0,5.28,1.57,25.66,0.05
35.611261,140.022883,8,0,5.59,1.5,25.58,0.05
35.611261,140.027387,8,0,5.78,1.44,25.47,0.06
35.611261,140.031892,8,0,5.8,1.42,25.34,0.06
35.611261,140.036396,8,0,5.75,1.42,25.19,0.06
35.611261,140.040901,8,0,5.61,1.44,25.01,0.05
35.611261,140.045405,8,0,5.31,1.48,24.78,0.05
35.611261,140.04991,8,0,4.99,1.53,24.55,0.05
35.611261,140.054414,8,0,4.73,1.57,24.3,0.04
35.611261,140.058919,8,0,4.68,1.66,24.13,0.04
35.611261,140.063423,8,0,4.79,1.76,24.02,0.04
35.611261,140.067928,8,0,5.22,1.84,24.02,0.05
35.611261,140.081441,8,0,8.31,4.73,26.59,0.06
35.615766,139.761622,8,0,2.03,15.92,30.99,-0.01
35.615766,139.766126,8,0,4.17,16.59,35.65,0.01
35.615766,139.770631,8,0,5.99,17.38,39.66,0.03
35.615766,139.775135,8,0,6.66,17.63,41.43,0.04
35.615766,139.788649,8,0,4.88,15.48,36.1,0.01
35.615766,139.797658,8,0,3.16,16.3,34.95,-0.02
35.615766,139.802162,8,0,2.8,16.36,34.73,-0.02
35.615766,139.806667,8,0,2.56,16.25,34.5,-0.03
35.615766,139.811171,8,0,2.63,16.25,34.49,-0.03
35.615766,139.815676,8,0,2.97,16.26,34.66,-0.03
35.615766,139.82018,8,0,3.5,16.23,34.92,-0.03
35.615766,139.824685,8,0,3.95,16.38,35.09,-0.02
35.615766,139.829189,8,0,4.05,16.57,35.13,-0.02
35.615766,139.842703,8,0,2.8,15.61,33.22,-0.04
35.615766,139.847207,8,0,2.47,16.0,32.76,-0.05
35.615766,139.851712,8,0,2.06,16.49,32.29,-0.06
35.615766,139.856216,8,0,1.77,16.69,31.92,-0.06
35.615766,139.860721,8,0,1.99,16.28,31.92,-0.06
35.615766,139.865225,8,0,2.18,15.68,31.85,-0.05
35.615766,139.86973,8,0,2.24,15.19,31.67,-0.05
35.615766,139.874234,8,0,2.74,14.92,31.92,-0.04
35.615766,139.878739,8,0,3.32,14.48,32.12,-0.03
35.615766,139.883243,8,0,3.53,14.03,32.01,-0.03
35.615766,139.887748,8,0,3.88,13.65,32.01,-0.02
35.615766,139.892252,8,0,4.15,13.29,31.94,-0.02
35.615766,139.896757,8,0,4.31,12.82,31.65,-0.02
35.615766,139.901261,8,0,4.61,12.25,31.34,-0.01
35.615766,139.905766,8,0,4.77,11.58,30.91,-0.01
35.615766,139.91027,8,0,4.97,10.95,30.52,-0.0
35.615766,139.914775,8,0,5.06,10.28,30.07,0.0
35.615766,139.919279,8,0,4.55,9.51,29.35,0.0
35.615766,139.923784,8,0,4.01,8.71,28.64,-0.0
35.615766,139.928288,8,0,3.59,7.97,28.02,-0.0
35.615766,139.932793,8,0,3.3,7.31,27.52,-0.0
35.615766,139.937297,8,0,3.03,6.75,27.11,-0.0
35.615766,139.941802,8,0,2.83,6.17,26.71,-0.0
35.615766,139.946306,8,0,2.63,5.69,26.4,-0.0
35.615766,139.950811,8,0,2.43,5.21,26.08,-0.0
35.615766,139.955315,8,0,2.3,4.75,25.82,-0.0
35.615766,139.95982,8,0,2.25,4.42,25.69,-0.0
35.615766,139.964324,8,0,2.19,4.12,25.58,0.0
35.615766,139.968829,8,0,2.14,3.82,25.48,0.0
35.615766,139.973333,8,0,2.22,3.6,25.48,0.0
35.615766,139.977838,8,0,2.31,3.41,25.48,0.01
35.615766,139.982342,8,0,2.45,3.21,25.49,0.01
35.615766,139.986847,8,0,2.67,3.01,25.54,0.01
35.615766,139.991351,8,0,2.94,2.85,25.62,0.02
35.615766,139.995856,8,0,3.23,2.71,25.7,0.02
35.615766,140.00036,8,0,3.55,2.56,25.79,0.03
35.615766,140.004865,8,0,3.99,2.44,25.9,0.03
35.615766,140.009369,8,0,4.49,2.35,26.01,0.04
35.615766,140.013874,8,0,4.94,2.28,26.07,0.04
35.615766,140.018378,8,0,5.28,2.21,26.03,0.05
35.615766,140.022883,8,0,5.65,2.14,25.99,0.05
35.615766,140.027387,8,0,5.93,2.1,25.92,0.05
35.615766,140.031892,8,0,5.92,2.1,25.79,0.05
35.615766,140.036396,8,0,5.8,2.1,25.64,0.05
35.615766,140.040901,8,0,5.73,2.05,25.4,0.05
35.615766,140.045405,8,0,5.58,2.01,25.13,0.05
35.615766,140.04991,8,0,5.31,2.01,24.85,0.05
35.615766,140.054414,8,0,4.86,2.03,24.54,0.04
35.615766,140.058919,8,0,4.62,2.04,24.29,0.04
35.62027,139.761622,8,0,1.35,16.01,30.4,-0.02
35.62027,139.766126,8,0,3.37,17.47,35.85,0.0
35.62027,139.784144,8,0,5.48,15.18,37.03,0.03
35.62027,139.788649,8,0,4.32,14.78,34.88,0.01
35.62027,139.797658,8,0,3.44,16.21,35.3,-0.01
35.62027,139.802162,8,0,3.35,16.39,35.44,-0.01
35.62027,139.806667,8,0,3.3,16.43,35.53,-0.02
35.62027,139.811171,8,0,3.52,16.43,35.71,-0.02
35.62027,139.815676,8,0,3.87,16.33,35.91,-0.02
35.62027,139.82018,8,0,4.45,16.19,36.03,-0.01
35.62027,139.824685,8,0,4.63,16.24,35.97,-0.01
35.62027,139.842703,8,0,0.05,11.8,31.02,-0.06
35.62027,139.847207,8,0,-0.32,15.58,31.01,-0.08
35.62027,139.851712,8,0,-0.66,17.35,30.83,-0.09
35.62027,139.856216,8,0,-0.83,18.13,30.92,-0.1
35.62027,139.860721,8,0,-0.97,18.19,30.52,-0.1
35.62027,139.865225,8,0,-0.58,17.12,30.65,-0.09
35.62027,139.86973,8,0,0.05,16.1,30.98,-0.08
35.62027,139.874234,8,0,0.98,15.76,31.51,-0.07
35.62027,139.878739,8,0,2.05,15.33,32.13,-0.05
35.62027,139.883243,8,0,2.84,14.82,32.44,-0.04
35.62027,139.887748,8,0,3.54,14.31,32.56,-0.03
35.62027,139.892252,8,0,4.12,13.84,32.62,-0.02
35.62027,139.896757,8,0,4.36,13.31,32.23,-0.02
35.62027,139.901261,8,0,4.71,12.77,31.9,-0.01
35.62027,139.905766,8,0,5.02,12.2,31.56,-0.0
35.62027,139.91027,8,0,5.13,11.56,31.1,-0.0
35.62027,139.914775,8,0,5.14,10.92,30.62,0.0
35.62027,139.919279,8,0,4.74,10.27,30.02,-0.0
35.62027,139.923784,8,0,4.21,9.62,29.42,-0.0
35.62027,139.928288,8,0,3.67,8.9,28.77,-0.01
35.62027,139.932793,8,0,3.25,8.19,28.2,-0.01
35.62027,139.937297,8,0,2.92,7.55,27.72,-0.01
35.62027,139.941802,8,0,2.66,6.96,27.3,-0.01
35.62027,139.946306,8,0,2.42,6.41,26.89,-0.01
35.62027,139.950811,8,0,2.18,5.9,26.53,-0.01
35.62027,139.955315,8,0,2.02,5.46,26.24,-0.01
35.62027,139.95982,8,0,1.91,5.12,26.05,-0.01
35.62027,139.964324,8,0,1.83,4.8,25.91,-0.01
35.62027,139.968829,8,0,1.8,4.5,25.81,-0.01
35.62027,139.973333,8,0,1.83,4.25,25.75,-0.0
35.62027,139.977838,8,0,1.92,4.05,25.73,-0.0
35.62027,139.982342,8,0,2.09,3.86,25.75,0.0
35.62027,139.986847,8,0,2.31,3.66,25.79,0.0
35.62027,139.991351,8,0,2.59,3.48,25.84,0.01
